Version Number,Data Type,Code ,Description
,HCPCS,G0503,"Subsequent psychiatric collaborative care management, first 60 minutes in a subsequent month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care professional, with the following required elements: tracking patient follow-up and progress using the registry, with appropriate documentation; participation in weekly caseload consultation with the psychiatric consultant; ongoing collaboration with and coordination of the patient's mental health care with the treating physician or other qualified health care professional and any other treating mental health providers; additional review of progress and recommendations for changes in treatment, as indicated, including medications, based on recommendations provided by the psychiatric consultant; provision of brief interventions using evidence-based techniques such as behavioral activation, motivational interviewing, and other focused treatment strategies; monitoring of patient outcomes using validated rating scales; and relapse prevention planning with patients as they achieve remission of symptoms and/or other treatment goals and are prepared for discharge from active treatment"
,HCPCS,G0504,"Initial or subsequent psychiatric collaborative care management, each additional 30 minutes in a calendar month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care professional (list separately in addition to code for primary procedure); (use g0504 in conjunction with g0502, g0503)"
,HCPCS,G0505,"Cognition and functional assessment using standardized instruments with development of recorded care plan for the patient with cognitive impairment, history obtained from patient and/or caregiver, in office or other outpatient setting or home or domiciliary or rest home"
,HCPCS,G0506,Comprehensive assessment of and care planning for patients requiring chronic care management services (list separately in addition to primary monthly care management service)
,HCPCS,G0507,"Care management services for behavioral health conditions, at least 20 minutes of clinical staff time, directed by a physician or other qualified health care professional, per calendar month, with the following required elements: initial assessment or follow-up monitoring, including the use of applicable validated rating scales; behavioral health care planning in relation to behavioral/psychiatric health problems, including revision for patients who are not progressing or whose status changes; facilitating and coordinating treatment such as psychotherapy, pharmacotherapy, counseling and/or psychiatric consultation; and continuity of care with a designated member of the care team"
,HCPCS,G0508,"Telehealth consultation, critical care, initial , physicians typically spend 60 minutes communicating with the patient and providers via telehealth"
,HCPCS,G0509,"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth"
,HCPCS,G0511,"Rural health clinic or federally qualified health center (rhc or fqhc) only, general care management, 20 minutes or more of clinical staff time for chronic care management services or behavioral health integration services directed by an rhc or fqhc practitioner (physician, np, pa, or cnm), per calendar month"
,HCPCS,G0512,"Rural health clinic or federally qualified health center (rhc/fqhc) only, psychiatric collaborative care model (psychiatric cocm), 60 minutes or more of clinical staff time for psychiatric cocm services directed by an rhc or fqhc practitioner (physician, np, pa, or cnm) and including services furnished by a behavioral health care manager and consultation with a psychiatric consultant, per calendar month"
,HCPCS,G0513,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct patient contact beyond the usual service; first 30 minutes (list separately in addition to code for preventive service)"
,HCPCS,G0514,"Prolonged preventive service(s) (beyond the typical service time of the primary procedure), in the office or other outpatient setting requiring direct patient contact beyond the usual service; each additional 30 minutes (list separately in addition to code g0513 for additional 30 minutes of preventive service)"
,HCPCS,G0515,"Development of cognitive skills to improve attention, memory, problem solving (includes compensatory training), direct (one-on-one) patient contact, each 15 minutes"
,HCPCS,G0516,"Insertion of non-biodegradable drug delivery implants, 4 or more (services for subdermal rod implant)"
,HCPCS,G0517,"Removal of non-biodegradable drug delivery implants, 4 or more (services for subdermal implants)"
,HCPCS,G0518,"Removal with reinsertion, non-biodegradable drug delivery implants, 4 or more (services for subdermal implants)"
,HCPCS,G0659,"Drug test(s), definitive, utilizing drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem), excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase), performed without method or drug-specific calibration, without matrix-matched quality control material, or without use of stable isotope or other universally recognized internal standard(s) for each drug, drug metabolite or drug class per specimen; qualitative or quantitative, all sources, includes specimen validity testing, per day, any number of drug classes"
,HCPCS,G0908,Most recent hemoglobin (hgb) level > 12.0 g/dl
,HCPCS,G0909,"Hemoglobin level measurement not documented, reason not given"
,HCPCS,G0910,Most recent hemoglobin level <= 12.0 g/dl
,HCPCS,G0913,Improvement in visual function achieved within 90 days following cataract surgery
,HCPCS,G0914,Patient care survey was not completed by patient
,HCPCS,G0915,Improvement in visual function not achieved within 90 days following cataract surgery
,HCPCS,G0916,Satisfaction with care achieved within 90 days following cataract surgery
,HCPCS,G0917,Patient satisfaction survey was not completed by patient
,HCPCS,G0918,Satisfaction with care not achieved within 90 days following cataract surgery
,HCPCS,G0919,Influenza immunization ordered or recommended (to be given at alternate location or alternate provider); vaccine not available at time of visit
,HCPCS,G0920,"Type, anatomic location, and activity all documented"
,HCPCS,G0921,"Documentation of patient reason(s) for not being able to assess (e.g., patient refuses endoscopic and/or radiologic assessment)"
,HCPCS,G0922,"No documentation of disease type, anatomic location, and activity, reason not given"
,HCPCS,G3001,"Administration and supply of tositumomab, 450 mg"
